20210513	224000	232000	221500	229000	1452804
20210512	226500	233000	223000	227500	1649500
20210511	227000	228500	223500	226500	852825
20210510	226500	230000	225500	229500	1117219
20210507	223500	227000	221000	224000	639489
20210506	223000	225000	221000	223500	645594
20210504	220000	224500	217500	223500	953550
20210503	212000	222500	211000	218000	1189242
20210430	216000	216500	211000	212000	1168115
20210429	221000	221500	217000	217500	1047837
20210428	220000	223500	219500	221500	701452
20210427	222000	222500	218000	220000	763634
20210426	221500	222500	220000	221500	653982
20210423	225500	225500	220500	221000	1202196
20210422	226500	231000	225500	226000	1025922
20210421	227500	228000	224000	225500	848076
20210420	230000	231000	228500	229000	722449
20210419	232000	232500	229000	230000	715867
20210416	231500	233500	230500	231500	577562
20210415	232500	232500	229000	230500	555364
20210414	231000	237000	230500	232500	940909
20210413	226500	230000	226000	230000	634607
20210412	228000	229000	225500	226000	659014
20210409	231500	232000	227000	228500	726250
20210408	229000	233500	227000	231500	915323
20210407	228500	232500	226500	230000	708886
20210406	235000	235000	229500	230000	737694
20210405	236000	236500	230000	234000	990184
20210402	225500	238500	225000	233500	3648528
20210401	220500	224500	218500	219000	749450
20210331	221500	222000	218000	218000	750876
20210330	215500	221000	215000	219500	935840
20210329	215500	217500	211000	215500	1184415
20210326	219500	219500	212000	215500	1480861
20210325	218500	220500	216000	218000	1087519
20210324	225000	225500	220000	221000	1049551
20210323	229500	231000	225500	226500	1024811
20210322	230000	231000	227500	229000	739527
20210319	230000	232000	229000	229500	1055587
20210318	234500	238000	233500	234000	1005422
20210317	234000	234000	230000	232000	627439
20210316	233500	235000	232000	234000	633617
20210315	233000	236000	230000	232000	769672
20210312	231500	233500	229000	232500	823038
20210311	228000	232000	227500	228500	1154314
20210310	236500	236500	227000	227500	901351
20210309	230500	234000	228000	231500	1254755
20210308	237000	237500	230000	230500	853206
20210305	230500	237000	228500	235000	1153198
20210304	236000	238000	232500	235000	1274581
20210303	239000	241500	236500	240000	910872
20210302	244500	249000	237000	239000	2509152
20210226	238500	248500	235500	237000	2710962
20210225	239000	245000	235000	245000	1562697
20210224	246500	249000	235000	235000	2072507
20210223	242500	247500	237000	244500	1629578
20210222	243000	247500	240000	241500	1157808
20210219	236500	242000	235500	242000	1168454
20210218	241000	243500	235500	235500	1260023
20210217	248000	248000	242500	243500	871176
20210216	249000	251000	245000	247500	1179084
20210215	247000	249000	243500	247500	916331
20210210	239000	246000	235000	245000	1233628
20210209	232500	240500	232500	236500	1391614
20210208	238000	240500	228500	234000	3212977
20210205	249500	250500	243000	249500	1539977
20210204	251500	253000	244000	248500	1907305
20210203	245000	252500	242500	245500	2983093
20210202	241500	243500	236000	240500	1519973
20210201	229000	238500	224500	238500	1798912
20210129	242000	242500	227000	229000	2663404
20210128	238000	243500	236500	238500	2033262
20210127	252000	254500	245000	245500	2190994
20210126	260500	260500	250500	251500	1846817
20210125	253000	262000	251500	260000	1895263
20210122	261000	263000	257000	257000	2093127
20210121	264000	266500	259500	264500	2593509
20210120	271000	277000	254000	259000	5305494
20210119	244000	261500	244000	261500	4976690
20210118	237500	246500	234000	241000	3387635
20210115	252000	255000	239000	240000	3915078
20210114	251000	255500	248500	250500	3389733
20210113	259500	265000	250000	259000	5805649
20210112	263500	274500	250500	261000	8040182
20210111	256500	289000	256000	267500	14433887
20210108	240500	257000	225000	246000	19933702
20210107	206000	210500	204500	206000	2478337
20210106	209500	211500	202500	203000	2848547
20210105	207000	213000	205000	209500	3022595
20210104	194000	211000	193500	207500	5651695
20201230	190500	193500	189000	192000	1361340
20201229	191000	191500	188000	190500	1488327
20201228	189000	193000	187500	189500	2410348
20201224	185000	189000	185000	187000	1061140
20201223	183000	188500	183000	185000	1301433
20201222	186000	186500	183000	184000	1381697
20201221	188500	189000	185000	187000	1120752
20201218	191000	191000	189000	189000	930831
20201217	190000	190500	188000	190500	974859
20201216	190000	193500	189500	190000	1268117
20201215	189000	190500	186000	188500	1355388
20201214	190500	191000	187000	189000	1259459
20201211	193000	194500	190000	190000	1644559
20201210	189000	194000	188000	191500	2187019
20201209	188000	192000	187000	191500	1805987
20201208	191000	192000	186000	186500	3181249
20201207	195500	198500	190500	193500	2519339
20201204	198000	199000	195000	196500	3224702
20201203	183500	196500	182000	196500	6053809
20201202	183500	184500	181500	182500	1745795
20201201	183000	184500	179500	183500	1792800
20201130	181500	188500	181500	181500	3981271
20201127	179000	181000	178000	181000	1033868
20201126	179500	181000	178000	179000	1260429
