20210513	337500	341500	334500	338000	812146
20210512	349500	350500	340500	343000	1120816
20210511	356500	358000	347500	349000	2373361
20210510	362500	364000	360000	362000	572111
20210507	360500	364000	360000	361000	446152
20210506	360500	364500	359500	361500	632873
20210504	366000	367000	360500	364500	398383
20210503	366000	370500	360500	363000	507361
20210430	366000	366000	353500	359500	1028215
20210429	373500	377500	366000	366500	743106
20210428	381500	382000	373000	373500	485971
20210427	378000	381500	376000	380000	392509
20210426	376500	379000	374500	377500	484369
20210423	377500	379500	374000	378000	505140
20210422	382000	384500	380000	380500	394350
20210421	389000	389000	380500	380500	835828
20210420	389000	391500	387500	391000	417892
20210419	391500	393500	388500	390000	449064
20210416	394500	395000	391000	391500	423962
20210415	391500	398500	386500	391000	889538
20210414	391500	398000	390000	391500	757969
20210413	384000	389000	382000	388500	586643
20210412	384500	393000	383000	385500	680329
20210409	382000	385000	381500	383500	469100
20210408	384500	387000	380000	381500	626575
20210407	390500	391000	381500	384500	578490
20210406	378500	391000	378000	388500	997518
20210405	379500	380000	374500	377000	421508
20210402	381500	382500	378000	379500	476668
20210401	375500	379000	372000	378500	547402
20210331	379500	383000	377000	377000	568103
20210330	373500	381000	373500	376500	623997
20210329	383500	384000	372000	372000	878014
20210326	380000	383000	377000	383000	691786
20210325	381500	384000	378000	380000	672585
20210324	380000	387000	376000	387000	763754
20210323	397000	399000	384000	386000	1167110
20210322	402500	405500	393000	396500	911358
20210319	397000	407500	395000	402000	1258199
20210318	388500	410000	386500	403500	1818409
20210317	388000	391500	380500	383500	1200355
20210316	384500	389500	384000	385500	574082
20210315	382000	385500	377500	383000	609496
20210312	396000	396000	378500	380500	969276
20210311	372500	377500	366000	373500	1024741
20210310	373000	378000	368000	372000	946917
20210309	366500	371500	350000	361500	1313900
20210308	382000	386000	366500	368500	1031748
20210305	386000	386500	371000	377500	1594386
20210304	392000	401000	389000	391500	1585134
20210303	379000	399500	377500	399500	1287551
20210302	389000	390000	375500	377500	1240322
20210226	372000	378500	368500	375000	1170208
20210225	380500	384500	374500	383000	757476
20210224	389500	391500	374000	374000	1078485
20210223	379000	394500	378500	390500	1017577
20210222	400000	405500	384500	386500	1289395
20210219	387000	398500	385500	398000	1047043
20210218	391500	400000	386500	388000	1020222
20210217	396500	396500	386000	392000	1161595
20210216	391500	405000	390000	394000	1567108
20210215	383500	388000	378000	385500	1172475
20210210	365000	368500	359000	366500	1147417
20210209	359500	362000	355000	358500	667655
20210208	361500	364500	357000	357500	712484
20210205	363500	371500	356500	362500	982325
20210204	368000	368500	356000	358000	1160116
20210203	366500	371000	361000	370500	1197680
20210202	358000	373000	353000	362500	1951062
20210201	346500	352500	341500	348000	988630
20210129	362000	362000	340500	343000	1607894
20210128	336000	366000	335000	355000	2285696
20210127	347000	352000	339500	341500	1149246
